Lead Origin,Lead Source,Converted,Last Activity,Specialization,What is your current occupation,Tags,A free copy of Mastering The Interview,Engagement Score,Lead Quality Score
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Other,Will revert after reading the email,0,194.7,3
Landing Page Submission,Google,1,Email Opened,Business Administration,Unemployed,Will revert after reading the email,1,86.4,4
Landing Page Submission,Google,0,Email Opened,Marketing Management,Unemployed,switched off,0,430.4,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Organic Search,0,Email Opened,Healthcare Management,Other,Ringing,1,28.229166666666668,2
Landing Page Submission,Google,0,Email Opened,Rural and Agribusiness,Unemployed,switched off,0,6.9750000000000005,2
API,Google,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,22.933333333333334,2
Landing Page Submission,Google,0,Email Opened,Marketing Management,Unemployed,Ringing,1,125.41666666666667,2
API,Google,0,Converted to Lead,Supply Chain Management,Unemployed,Interested in other courses,0,3.3333333333333335,0
Landing Page Submission,Google,0,Olark Chat Conversation,Operations Management,Other,Ringing,0,62.4,2
API,Google,0,Email Opened,IT Projects Management,Other,Ringing,1,142.0,2
Lead Add Form,Reference,1,SMS Sent,Supply Chain Management,Working Professional,Will revert after reading the email,0,0.0,3
API,Google,1,Email Opened,Finance Management,Working Professional,Will revert after reading the email,0,103.6,4
API,Google,0,Converted to Lead,Finance Management,Unemployed,Ringing,0,24.733333333333334,2
Landing Page Submission,Google,0,Unreachable,Human Resource Management,Unemployed,Ringing,1,182.72583333333333,3
Landing Page Submission,Google,0,Page Visited on Website,Business Administration,Unemployed,Ringing,1,268.125,2
API,Olark Chat,0,Page Visited on Website,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Unemployed,switched off,1,61.95,2
API,Direct Traffic,1,Had a Phone Conversation,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,0,11.266666666666667,4
Landing Page Submission,Direct Traffic,1,Email Opened,Travel and Tourism,Unemployed,Will revert after reading the email,1,257.84999999999997,4
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,44.266666666666666,3
Landing Page Submission,Organic Search,1,Email Link Clicked,Services Excellence,Working Professional,Will revert after reading the email,1,23.400000000000002,3
Landing Page Submission,Organic Search,0,Unsubscribed,Travel and Tourism,Other,Ringing,1,244.35,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,International Business,Unemployed,Ringing,0,93.06666666666666,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Healthcare Management,Working Professional,Will revert after reading the email,1,469.22633333333334,3
Landing Page Submission,Direct Traffic,0,SMS Sent,E-COMMERCE,Unemployed,Ringing,1,9.6,2
Landing Page Submission,Google,0,Email Opened,Healthcare Management,Other,Ringing,0,56.8,2
Landing Page Submission,Direct Traffic,0,Email Opened,"Banking, Investment And Insurance",Other,Ringing,0,24.66333333333333,2
Landing Page Submission,Google,0,Email Opened,Business Administration,Unemployed,switched off,0,173.55,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,1,81.525,3
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,148.8,3
API,Google,0,Converted to Lead,Not Specified,Other,Ringing,0,2.933333333333333,2
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,87.73333333333333,1
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,84.6,2
Lead Add Form,Reference,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,1
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,1
Landing Page Submission,Google,1,Email Opened,Business Administration,Working Professional,Will revert after reading the email,0,495.19599999999997,4
Landing Page Submission,Google,0,Email Opened,Business Administration,Other,Ringing,0,172.91666666666669,2
Lead Add Form,Reference,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,1
Lead Add Form,Reference,1,Modified,Finance Management,Unemployed,Closed by Horizzon,0,160.92489282241098,4
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Google,0,Email Link Clicked,Finance Management,Unemployed,Already a student,0,5.266666666666667,0
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Travel and Tourism,Unemployed,Interested in other courses,1,21.866666666666667,2
Landing Page Submission,Organic Search,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,1,507.15,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Marketing Management,Unemployed,Ringing,1,329.6,2
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,113.06666666666666,3
API,Olark Chat,0,Form Submitted on Website,Media and Advertising,Other,Ringing,1,8.9,2
Landing Page Submission,Organic Search,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,1,91.73333333333333,1
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Organic Search,0,Page Visited on Website,Not Specified,Other,Ringing,0,1363.2,2
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Lead Add Form,Welingak Website,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,61.0,3
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Interested in other courses,0,16.0,1
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,79.73333333333333,3
API,Google,1,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,0,3.75,3
Landing Page Submission,Organic Search,0,Email Opened,Supply Chain Management,Other,Ringing,0,30.533333333333335,2
Landing Page Submission,Google,0,SMS Sent,Human Resource Management,Unemployed,Busy,0,253.2,3
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Organic Search,1,SMS Sent,Finance Management,Unemployed,switched off,0,203.75833333333333,3
API,Google,1,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,0,233.54999999999998,3
Landing Page Submission,Google,1,Email Opened,Business Administration,Unemployed,Busy,1,1127.0,2
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,47.699999999999996,3
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,0,Page Visited on Website,Finance Management,Unemployed,Interested  in full time MBA,0,58.93333333333333,2
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Media and Advertising,Unemployed,Will revert after reading the email,1,690.0,4
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Unemployed,switched off,0,100.26666666666667,2
Landing Page Submission,Google,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,1,767.6666666666666,3
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Supply Chain Management,Working Professional,Will revert after reading the email,1,103.86666666666666,3
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,1,280.53333333333336,3
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,0,154.5,3
Landing Page Submission,Google,1,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,0,57.15,3
Landing Page Submission,Direct Traffic,0,Email Opened,Supply Chain Management,Other,Ringing,1,426.29999999999995,2
Landing Page Submission,Google,0,Page Visited on Website,Finance Management,Other,Ringing,0,482.9166666666667,2
Landing Page Submission,Organic Search,0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,1,745.8,3
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Lead Add Form,Reference,1,Email Opened,Healthcare Management,Student,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Other,Ringing,1,101.17500000000001,2
Landing Page Submission,Google,0,SMS Sent,Not Specified,Other,Ringing,0,10.066666666666666,2
Lead Add Form,Reference,1,SMS Sent,Marketing Management,Unemployed,Closed by Horizzon,0,0.0,4
API,Google,1,Form Submitted on Website,Business Administration,Unemployed,Busy,1,68.33333333333333,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,1,1284.4479999999999,3
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,1,SMS Sent,Business Administration,Unemployed,Busy,1,193.16333333333333,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,84.0,2
Lead Add Form,Reference,1,Email Opened,Marketing Management,Unemployed,Closed by Horizzon,0,0.0,4
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Lost to EINS,0,0.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,1,380.0,3
Landing Page Submission,Direct Traffic,0,Unreachable,IT Projects Management,Other,Ringing,1,10.2,2
Lead Add Form,Reference,1,Email Bounced,Finance Management,Unemployed,Closed by Horizzon,0,201.40555673876594,4
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Lead Add Form,Reference,1,Email Opened,Human Resource Management,Working Professional,Closed by Horizzon,0,0.0,4
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Lead Add Form,Reference,1,Modified,Finance Management,Unemployed,Closed by Horizzon,0,179.73984929057596,4
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,102.60000000000001,3
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Ringing,1,5.852000000000001,2
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,74.2,3
Landing Page Submission,Google,1,Email Opened,Human Resource Management,Other,Lost to EINS,0,135.625,3
Lead Add Form,Reference,1,Email Link Clicked,Services Excellence,Unemployed,Closed by Horizzon,0,0.0,4
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,28.866666666666667,2
API,Google,0,Olark Chat Conversation,Marketing Management,Unemployed,Interested in other courses,0,30.333333333333332,4
Landing Page Submission,Google,0,SMS Sent,Operations Management,Other,Ringing,0,1.6666666666666667,2
Landing Page Submission,Google,0,SMS Sent,Human Resource Management,Other,Ringing,0,82.66666666666667,2
Lead Add Form,Reference,1,Email Bounced,Finance Management,Unemployed,Will revert after reading the email,0,228.91530369600713,4
Landing Page Submission,Direct Traffic,0,Email Opened,Business Administration,Other,Ringing,1,126.00000000000001,2
API,Organic Search,1,Olark Chat Conversation,Finance Management,Unemployed,Will revert after reading the email,0,232.95416666666665,3
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Landing Page Submission,Organic Search,1,Email Opened,Finance Management,Unemployed,Ringing,0,25.333333333333332,2
Landing Page Submission,Google,0,SMS Sent,Human Resource Management,Other,Ringing,0,2.6666666666666665,2
Lead Add Form,Other Sources,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,206.4,3
API,Olark Chat,1,Olark Chat Conversation,Business Administration,Unemployed,Will revert after reading the email,0,1343.5564999999997,3
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,126.36333333333333,3
Landing Page Submission,Direct Traffic,0,SMS Sent,"Banking, Investment And Insurance",Other,Ringing,1,13.350000000000001,2
Landing Page Submission,Google,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,1,194.58333333333334,3
Lead Add Form,Reference,1,Unreachable,IT Projects Management,Unemployed,Will revert after reading the email,0,64.06666666666666,4
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,44.266666666666666,3
API,Olark Chat,1,Email Bounced,Not Specified,Other,Lost to EINS,0,0.0,3
Landing Page Submission,Organic Search,1,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,1,720.0,3
Landing Page Submission,Google,1,Email Opened,IT Projects Management,Unemployed,Will revert after reading the email,0,256.95,3
Lead Add Form,Welingak Website,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,26.2,2
API,Google,0,Page Visited on Website,Not Specified,Other,Ringing,0,7.2,2
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,170.53333333333333,3
Landing Page Submission,Direct Traffic,0,SMS Sent,Human Resource Management,Unemployed,Ringing,1,13.2,3
API,Google,0,Page Visited on Website,Not Specified,Other,Ringing,0,77.4,2
Landing Page Submission,Direct Traffic,0,Email Opened,Business Administration,Other,Ringing,1,211.40166666666664,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Business Administration,Other,Ringing,0,13.8375,2
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,0,592.0833333333334,3
API,Google,1,Email Opened,E-COMMERCE,Unemployed,Closed by Horizzon,1,398.4,1
Landing Page Submission,Google,0,Page Visited on Website,Rural and Agribusiness,Unemployed,Interested in other courses,0,427.9166666666667,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Finance Management,Unemployed,Ringing,0,366.0416666666667,3
Landing Page Submission,Google,0,Email Opened,Marketing Management,Other,Ringing,1,73.06666666666666,2
Landing Page Submission,Direct Traffic,0,Email Opened,Supply Chain Management,Unemployed,switched off,1,140.475,2
Landing Page Submission,Direct Traffic,0,Email Opened,Rural and Agribusiness,Unemployed,Interested in other courses,1,18.733333333333334,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Not Specified,Other,Ringing,0,39.166666666666664,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,49.166666666666664,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Retail Management,Other,Ringing,1,27.299999999999997,2
Landing Page Submission,Google,0,Email Opened,Business Administration,Unemployed,Interested in other courses,0,279.46666666666664,4
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Unemployed,Busy,0,12.0,2
API,Google,0,Unreachable,Not Specified,Other,Ringing,0,4.283333333333333,2
Landing Page Submission,Google,1,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,0,0.625,3
Landing Page Submission,Google,0,Email Opened,Marketing Management,Unemployed,Ringing,0,39.6,2
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Other,Ringing,0,204.8,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Finance Management,Unemployed,Already a student,1,8.866666666666667,0
Landing Page Submission,Google,1,SMS Sent,International Business,Unemployed,Closed by Horizzon,0,53.1,4
Landing Page Submission,Google,0,Page Visited on Website,Human Resource Management,Unemployed,Will revert after reading the email,0,154.16666666666669,3
Landing Page Submission,Direct Traffic,0,Page Visited on Website,IT Projects Management,Unemployed,Ringing,1,14973.75,2
API,Olark Chat,1,Page Visited on Website,Finance Management,Unemployed,Will revert after reading the email,0,5.333333333333333,3
API,Olark Chat,0,Email Link Clicked,IT Projects Management,Unemployed,Ringing,1,30.45,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,Email Opened,Operations Management,Unemployed,Ringing,0,325.8666666666667,2
Landing Page Submission,Google,1,Had a Phone Conversation,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,0,57.16666666666667,4
API,Google,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,0,398.4,1
API,Google,1,Email Opened,Business Administration,Student,Will revert after reading the email,0,110.85,1
Landing Page Submission,Direct Traffic,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,1,120.30000000000001,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Media and Advertising,Unemployed,Will revert after reading the email,1,55.666666666666664,2
API,Direct Traffic,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,26.875,3
Landing Page Submission,Direct Traffic,0,Olark Chat Conversation,International Business,Unemployed,Interested in other courses,0,26.875,2
Landing Page Submission,Google,0,Email Opened,E-COMMERCE,Other,Ringing,0,70.93333333333334,2
Landing Page Submission,Google,0,SMS Sent,Retail Management,Unemployed,Busy,0,39.0,2
API,Google,0,Email Link Clicked,Not Specified,Other,Ringing,0,13.333333333333334,2
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Ringing,1,52.349999999999994,3
Landing Page Submission,Google,0,Email Opened,Marketing Management,Working Professional,Interested  in full time MBA,0,51.6,2
API,Olark Chat,0,Email Link Clicked,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,1,Email Opened,Media and Advertising,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Marketing Management,Unemployed,Interested in other courses,1,203.85,0
Landing Page Submission,Organic Search,1,Unsubscribed,Human Resource Management,Unemployed,Will revert after reading the email,1,31.35,1
API,Google,0,Page Visited on Website,Finance Management,Unemployed,Ringing,0,388.8,2
API,Google,0,Page Visited on Website,Finance Management,Unemployed,switched off,0,73.26666666666667,2
Landing Page Submission,Direct Traffic,0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Ringing,0,21.45,2
API,Olark Chat,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Google,0,Unsubscribed,Supply Chain Management,Unemployed,switched off,0,294.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,0,Email Opened,Rural and Agribusiness,Other,Ringing,1,501.6666666666667,2
Landing Page Submission,Organic Search,0,Page Visited on Website,Travel and Tourism,Unemployed,Interested  in full time MBA,1,43.65,2
Landing Page Submission,Google,0,Page Visited on Website,Travel and Tourism,Unemployed,Already a student,1,2570.4,3
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Student,Already a student,1,29.8,0
API,Google,0,Email Opened,Healthcare Management,Working Professional,Interested in other courses,0,53.25,1
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Ringing,1,46.95,3
API,Google,1,Page Visited on Website,Marketing Management,Unemployed,Will revert after reading the email,0,680.4,1
API,Olark Chat,1,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Unemployed,Interested  in full time MBA,1,0.3,0
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Direct Traffic,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,302.93333333333334,1
Landing Page Submission,Direct Traffic,0,Email Opened,Operations Management,Unemployed,Ringing,1,21.133333333333333,2
API,Direct Traffic,0,Olark Chat Conversation,Marketing Management,Other,Interested in other courses,0,600.51,0
Landing Page Submission,Google,0,Email Opened,Operations Management,Other,Ringing,0,15.0,2
Landing Page Submission,Direct Traffic,1,Email Opened,Media and Advertising,Unemployed,Lost to EINS,0,1035.5583333333334,2
Landing Page Submission,Organic Search,0,Unreachable,Marketing Management,Unemployed,Ringing,1,169.35,2
Landing Page Submission,Organic Search,0,Email Opened,Travel and Tourism,Unemployed,Ringing,1,376.0,2
Landing Page Submission,Direct Traffic,0,Unreachable,Business Administration,Other,Ringing,1,8.666666666666666,2
Landing Page Submission,Google,1,Email Opened,Retail Management,Unemployed,Will revert after reading the email,0,613.3166666666667,3
Landing Page Submission,Google,0,SMS Sent,Operations Management,Unemployed,Ringing,0,88.53333333333333,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Not Specified,Other,Ringing,0,581.6666666666666,2
Landing Page Submission,Organic Search,1,Email Opened,Healthcare Management,Unemployed,Closed by Horizzon,1,70.41666666666667,4
Landing Page Submission,Direct Traffic,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,1,403.73333333333335,3
Landing Page Submission,Google,0,Email Opened,Finance Management,Other,Ringing,0,298.95000000000005,2
Landing Page Submission,Organic Search,1,Email Opened,Travel and Tourism,Unemployed,Will revert after reading the email,1,6.875000000000001,3
Landing Page Submission,Google,0,Email Opened,IT Projects Management,Other,Ringing,0,169.6,2
Lead Add Form,Reference,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,1,Email Opened,"Banking, Investment And Insurance",Other,Lost to EINS,1,872.8533333333332,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Healthcare Management,Unemployed,Will revert after reading the email,1,131.33333333333334,3
API,Google,1,Olark Chat Conversation,Marketing Management,Unemployed,Will revert after reading the email,0,51.86666666666667,1
API,Organic Search,1,Converted to Lead,Finance Management,Unemployed,Will revert after reading the email,0,19.933333333333334,1
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,45.625,2
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,0,186.93333333333334,3
API,Google,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,15.15,2
API,Google,0,Converted to Lead,Not Specified,Other,Ringing,0,4.15,2
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,47.2,2
API,Google,0,Converted to Lead,Finance Management,Unemployed,Interested in other courses,0,17.099999999999998,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Google,0,Email Opened,Marketing Management,Unemployed,Interested  in full time MBA,0,92.26666666666667,0
Landing Page Submission,Google,0,SMS Sent,"Banking, Investment And Insurance",Other,Ringing,0,266.25,2
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,0,501.6666666666667,3
Landing Page Submission,Organic Search,0,SMS Sent,Travel and Tourism,Unemployed,Ringing,0,111.06666666666666,3
Landing Page Submission,Direct Traffic,0,Converted to Lead,Business Administration,Unemployed,Interested in other courses,0,1.7,2
Landing Page Submission,Google,0,Email Opened,Finance Management,Other,Ringing,0,95.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,1,SMS Sent,Marketing Management,Unemployed,Busy,0,26.4,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Hospitality Management,Working Professional,Will revert after reading the email,1,155.85,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,58.13333333333333,4
Landing Page Submission,Direct Traffic,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,1,80.0,3
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,52.233333333333334,3
Landing Page Submission,Direct Traffic,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,1,111.8,1
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Closed by Horizzon,0,0.0,4
API,Olark Chat,1,Olark Chat Conversation,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,7.800000000000001,2
API,Olark Chat,0,SMS Sent,Finance Management,Unemployed,switched off,0,0.0,2
API,Google,0,SMS Sent,Finance Management,Unemployed,Not doing further education,0,37.266666666666666,0
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,SMS Sent,International Business,Unemployed,Ringing,0,117.06666666666666,3
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Other,Ringing,1,57.3,2
Landing Page Submission,Google,1,Email Opened,Supply Chain Management,Working Professional,Will revert after reading the email,0,420.0,1
API,Google,0,Page Visited on Website,Not Specified,Other,Ringing,0,7.066666666666666,2
Landing Page Submission,Google,1,SMS Sent,Business Administration,Unemployed,Busy,0,70.6,2
Landing Page Submission,Google,0,Converted to Lead,Business Administration,Unemployed,Graduation in progress,0,40.4,2
Lead Add Form,Reference,1,Unreachable,E-COMMERCE,Unemployed,Will revert after reading the email,0,0.0,4
Landing Page Submission,Organic Search,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,1,553.7418333333333,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,Converted to Lead,Hospitality Management,Unemployed,Interested  in full time MBA,0,11.8,2
Landing Page Submission,Google,1,View in browser link Clicked,Supply Chain Management,Unemployed,Will revert after reading the email,1,2201.325,3
Landing Page Submission,Google,1,SMS Sent,Marketing Management,Unemployed,Busy,0,415.73333333333335,2
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,1,5.933333333333334,3
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Unemployed,switched off,0,7.533333333333333,3
Landing Page Submission,Organic Search,0,Email Opened,Human Resource Management,Unemployed,Interested in other courses,0,99.44999999999999,1
API,Google,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,16.133333333333333,2
Landing Page Submission,Google,0,Email Opened,Marketing Management,Other,Ringing,1,67.08333333333333,2
Landing Page Submission,Google,1,SMS Sent,Rural and Agribusiness,Unemployed,Will revert after reading the email,0,221.25,3
Landing Page Submission,Direct Traffic,0,Email Link Clicked,Operations Management,Unemployed,switched off,1,14.8,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Landing Page Submission,Organic Search,0,Email Opened,Media and Advertising,Unemployed,Interested in other courses,1,713.4,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Interested in other courses,0,0.0,2
Landing Page Submission,Direct Traffic,0,SMS Sent,International Business,Other,Ringing,1,19.666666666666668,2
API,Organic Search,0,Email Opened,Not Specified,Other,Ringing,0,177.29999999999998,2
Landing Page Submission,Google,0,Converted to Lead,Marketing Management,Unemployed,Interested  in full time MBA,0,103.46666666666667,2
Landing Page Submission,Organic Search,0,Email Opened,Human Resource Management,Unemployed,Ringing,1,89.86666666666666,3
Landing Page Submission,Google,1,SMS Sent,Finance Management,Student,Will revert after reading the email,0,86.4,3
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,Interested in other courses,1,18.0,2
API,Olark Chat,1,Email Opened,Marketing Management,Working Professional,Will revert after reading the email,0,266.4,1
